,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
2001,17655,ford,Edge,2016,Manual,11644,Diesel,160.0,48.7,2.0,20000
2002,17658,hyundi,I800,2018,Manual,37620,Diesel,150.0,37.7,2.5,14000
2003,17661,vw,Beetle,2016,Manual,22857,Diesel,30.0,61.4,2.0,13700
2004,17663,merc,SLK,2015,Semi-Auto,37265,Diesel,30.0,70.6,2.0,14995
2005,17666,toyota,Prius,2018,Automatic,9843,Hybrid,135.0,94.1,1.8,21995
2006,17667,vw,CC,2015,Manual,90204,Diesel,30.0,62.8,2.0,8688
2007,17668,skoda,Kamiq,2019,Semi-Auto,3160,Petrol,145.0,44.1,1.5,17995
2008,17674,merc,GLS Class,2018,Automatic,19719,Diesel,145.0,34.0,3.0,49500
2009,17677,vauxhall,GTC,2017,Manual,26514,Petrol,150.0,47.1,1.4,11495
2010,17679,hyundi,IX35,2015,Manual,59629,Diesel,150.0,53.3,1.7,8495
2011,17680,vauxhall,Vivaro,2018,Manual,6392,Diesel,145.0,40.9,1.6,20790
2012,17683,vw,Tiguan Allspace,2019,Automatic,2036,Diesel,145.0,39.2,2.0,26995
2013,17684,vw,Amarok,2019,Automatic,8500,Diesel,260.0,27.7,3.0,38990
2014,17687,bmw,7 Series,2017,Automatic,22363,Diesel,150.0,60.1,3.0,23800
2015,17691,vw,Beetle,2016,Manual,23991,Petrol,160.0,43.5,2.0,13990
2016,17694,audi,Q8,2019,Semi-Auto,5000,Diesel,145.0,32.8,3.0,59990
2017,17695,merc,G Class,2016,Automatic,4000,Petrol,325.0,30.1,4.0,73948
2018,17700,merc,X-CLASS,2019,Automatic,1000,Diesel,260.0,35.8,2.3,31990
2019,17704,ford,Edge,2017,Manual,27210,Diesel,145.0,47.9,2.0,21060
2020,17711,skoda,Kamiq,2019,Automatic,2970,Petrol,145.0,45.6,1.0,17479
2021,17716,audi,A7,2016,Semi-Auto,40484,Diesel,145.0,53.3,3.0,21895
2022,17718,merc,CLS Class,2017,Semi-Auto,30000,Diesel,165.0,51.4,3.0,23000
2023,17724,hyundi,IX35,2015,Manual,46000,Diesel,145.0,53.3,1.7,9495
2024,17726,merc,SLK,1998,Automatic,99300,Petrol,265.0,32.1,2.3,1990
2025,17730,bmw,M3,2018,Semi-Auto,12879,Petrol,150.0,34.0,3.0,43990
2026,17731,merc,X-CLASS,2019,Automatic,10485,Diesel,265.0,35.8,2.3,25491
2027,17733,hyundi,IX20,2014,Manual,42386,Diesel,30.0,64.2,1.6,5998
2028,17736,vw,Caravelle,2019,Automatic,11441,Diesel,145.0,33.6,2.0,39888
2029,17737,vw,Amarok,2018,Automatic,20000,Diesel,265.0,36.2,3.0,27895
2030,17738,merc,S Class,2019,Semi-Auto,9252,Diesel,145.0,52.3,3.0,46250
2031,17739,hyundi,IX35,2011,Manual,42000,Diesel,205.0,47.9,2.0,6975
2032,17740,hyundi,IX20,2016,Manual,36242,Petrol,125.0,50.4,1.4,7798
2033,17742,vauxhall,Zafira Tourer,2017,Manual,17527,Petrol,200.0,41.5,1.4,11000
2034,17743,bmw,6 Series,2008,Semi-Auto,67000,Diesel,265.0,40.9,3.0,9495
2035,17746,toyota,Hilux,2017,Manual,39094,Diesel,260.0,40.4,2.4,17998
2036,17747,vw,Scirocco,2015,Manual,122150,Diesel,20.0,55.4,2.0,8000
2037,17748,bmw,X7,2020,Semi-Auto,5087,Diesel,145.0,33.6,3.0,69990
2038,17751,audi,RS5,2019,Automatic,1000,Petrol,145.0,30.4,2.9,53490
2039,17754,vw,Beetle,2015,Manual,31000,Diesel,30.0,65.7,1.6,8950
2040,17756,vw,Tiguan Allspace,2019,Semi-Auto,18000,Diesel,145.0,38.7,2.0,33990
2041,17757,audi,RS4,2019,Semi-Auto,5151,Petrol,145.0,29.1,2.9,57990
2042,17758,merc,X-CLASS,2018,Automatic,13500,Diesel,260.0,35.8,2.3,28950
2043,17759,ford,Puma,2019,Manual,10,Petrol,150.0,50.4,1.0,21200
2044,17762,ford,Galaxy,2013,Automatic,73701,Diesel,200.0,47.1,2.0,7599
2045,17764,vw,Amarok,2015,Automatic,38138,Diesel,260.0,35.3,2.0,17995
2046,17766,ford,Edge,2018,Manual,25134,Diesel,145.0,47.9,2.0,21950
2047,17767,vw,Scirocco,2011,Manual,83770,Petrol,235.0,37.2,2.0,7199
2048,17769,toyota,Verso,2017,Semi-Auto,13017,Petrol,205.0,42.8,1.8,13998
2049,17771,vw,Amarok,2019,Automatic,1854,Diesel,260.0,33.6,3.0,35899
2050,17774,vw,Arteon,2019,Automatic,6777,Petrol,145.0,40.4,1.5,21999
2051,17780,toyota,Avensis,2012,Automatic,40796,Petrol,205.0,42.2,1.8,8750
2052,17781,ford,KA,2013,Manual,35018,Petrol,30.0,57.7,1.2,4250
2053,17787,skoda,Kamiq,2020,Semi-Auto,4730,Petrol,145.0,43.5,1.5,23500
2054,17788,vw,Scirocco,2017,Automatic,16558,Petrol,160.0,44.1,2.0,17695
2055,17791,merc,SLK,2013,Automatic,51458,Diesel,145.0,56.5,2.0,9600
2056,17795,toyota,Prius,2016,Automatic,29234,Hybrid,0.0,85.6,1.8,18570
2057,17798,ford,Edge,2017,Semi-Auto,23620,Diesel,160.0,48.7,2.0,19995
2058,17799,toyota,GT86,2019,Manual,2680,Petrol,150.0,33.2,2.0,26995
2059,17801,toyota,Prius,2014,Automatic,49999,Hybrid,0.0,70.6,1.8,11995
2060,17803,ford,Galaxy,2016,Manual,34980,Diesel,125.0,56.5,2.0,17750
2061,17804,hyundi,IX20,2017,Manual,19363,Petrol,145.0,50.4,1.4,8690
2062,17808,skoda,Scala,2019,Automatic,42,Petrol,145.0,45.6,1.5,17995
2063,17809,merc,S Class,2018,Semi-Auto,9740,Petrol,145.0,34.0,4.0,72995
2064,17813,audi,Q8,2020,Semi-Auto,1500,Diesel,150.0,32.8,3.0,73495
2065,17814,hyundi,IX20,2011,Manual,22000,Petrol,125.0,50.4,1.4,5490
2066,17816,vw,Arteon,2019,Automatic,1963,Petrol,145.0,40.4,1.5,22536
2067,17824,skoda,Kamiq,2019,Manual,3055,Petrol,145.0,47.1,1.0,18790
2068,17825,vw,Caravelle,2019,Automatic,60,Diesel,145.0,32.8,2.0,40999
2069,17828,vw,Caddy Maxi Life,2019,Manual,1201,Diesel,145.0,49.6,2.0,18990
2070,17830,merc,S Class,2016,Automatic,15000,Petrol,300.0,33.6,4.7,31000
2071,17833,vw,Arteon,2019,Manual,5922,Diesel,145.0,52.3,2.0,23996
2072,17834,bmw,M3,2015,Semi-Auto,16517,Petrol,305.0,34.0,3.0,31000
2073,17836,ford,Galaxy,2016,Semi-Auto,10937,Diesel,145.0,52.3,2.0,21500
2074,17839,vw,CC,2015,Manual,68539,Diesel,30.0,62.8,2.0,9225
2075,17843,vauxhall,Combo Life,2018,Manual,5800,Diesel,145.0,53.3,1.5,13190
2076,17844,merc,V Class,2013,Manual,58518,Diesel,305.0,38.7,2.1,20000
2077,17845,hyundi,IX20,2016,Automatic,9574,Petrol,205.0,43.6,1.6,9495
2078,17847,skoda,Kamiq,2019,Semi-Auto,4000,Petrol,145.0,44.1,1.5,20990
2079,17852,ford,Edge,2017,Automatic,17515,Diesel,145.0,47.9,2.0,22000
2080,17856,toyota,Land Cruiser,2017,Semi-Auto,18256,Diesel,300.0,38.2,2.8,38495
2081,17863,vw,Arteon,2019,Automatic,5683,Diesel,145.0,55.4,2.0,23899
2082,17864,vw,Arteon,2019,Semi-Auto,2239,Petrol,145.0,40.4,1.5,23990
2083,17865,vw,Arteon,2019,Automatic,2000,Petrol,145.0,32.8,2.0,29999
2084,17870,audi,A7,2016,Semi-Auto,27386,Diesel,125.0,61.4,3.0,20450
2085,17872,bmw,Z3,1998,Manual,56500,Petrol,270.0,35.3,1.9,3950
2086,17873,bmw,Z4,2020,Semi-Auto,202,Petrol,145.0,37.2,2.0,39991
2087,17877,hyundi,I40,2015,Manual,41000,Diesel,30.0,65.7,1.7,8999
2088,17882,ford,Grand Tourneo Connect,2020,Manual,601,Diesel,145.0,61.4,1.5,20850
2089,17883,toyota,Prius,2017,Automatic,33124,Hybrid,0.0,85.6,1.8,19295
2090,17888,vauxhall,GTC,2015,Manual,49897,Petrol,165.0,47.1,1.4,6998
2091,17893,merc,X-CLASS,2018,Automatic,10000,Diesel,240.0,35.8,2.3,28990
2092,17901,ford,Mustang,2018,Manual,5000,Petrol,145.0,20.9,5.0,30500
2093,17903,bmw,7 Series,2019,Semi-Auto,6516,Diesel,150.0,44.8,3.0,48912
2094,17907,ford,Galaxy,2016,Manual,11850,Diesel,125.0,56.5,2.0,18995
2095,17909,ford,Galaxy,2018,Manual,4753,Diesel,145.0,56.5,2.0,23499
2096,17910,skoda,Kamiq,2019,Semi-Auto,1830,Petrol,150.0,43.5,1.5,21995
2097,17913,merc,S Class,2019,Semi-Auto,5000,Petrol,145.0,31.7,4.0,79980
2098,17915,merc,X-CLASS,2019,Automatic,4000,Diesel,260.0,35.8,2.3,29000
2099,17916,bmw,8 Series,2019,Automatic,3948,Petrol,145.0,33.2,3.0,58990
2100,17919,skoda,Scala,2019,Manual,9875,Diesel,145.0,57.7,1.6,16999
2101,17921,vw,Scirocco,2016,Manual,42000,Diesel,20.0,55.4,2.0,14350
2102,17923,merc,GLS Class,2017,Automatic,19761,Diesel,300.0,37.2,3.0,39900
2103,17925,bmw,X4,2015,Manual,53755,Diesel,160.0,52.3,2.0,19485
2104,17929,hyundi,Santa Fe,2016,Manual,20578,Diesel,200.0,47.1,2.2,17000
2105,17931,merc,V Class,2018,Automatic,7000,Diesel,145.0,45.6,2.2,35995
2106,17934,skoda,Kamiq,2020,Manual,1908,Petrol,150.0,47.9,1.0,18990
2107,17937,merc,CLS Class,2019,Semi-Auto,6785,Diesel,145.0,48.7,2.9,38899
2108,17938,vauxhall,Combo Life,2019,Manual,849,Petrol,150.0,42.2,1.2,15000
2109,17943,vauxhall,GTC,2016,Manual,22351,Petrol,165.0,47.1,1.4,9965
2110,17950,ford,Edge,2017,Manual,28027,Diesel,160.0,48.7,2.0,18134
2111,17953,bmw,6 Series,2016,Automatic,45140,Diesel,200.0,49.6,3.0,20999
2112,17955,hyundi,Santa Fe,2017,Manual,39608,Diesel,200.0,47.1,2.2,18500
2113,17960,hyundi,I800,2018,Manual,38560,Diesel,145.0,37.7,2.5,14000
2114,17966,vw,Arteon,2019,Automatic,8503,Petrol,145.0,40.4,1.5,20500
2115,17967,bmw,X6,2019,Semi-Auto,2710,Petrol,145.0,26.4,3.0,66281
2116,17968,hyundi,IX35,2015,Manual,42250,Petrol,160.0,44.1,1.6,7950
2117,17969,skoda,Kamiq,2019,Manual,3000,Petrol,145.0,47.9,1.0,18495
2118,17970,hyundi,I800,2018,Manual,38090,Diesel,145.0,37.7,2.5,14000
2119,17972,merc,S Class,2019,Automatic,1314,Petrol,145.0,34.0,4.0,86699
2120,17977,merc,S Class,2019,Semi-Auto,3236,Diesel,145.0,52.3,3.0,49980
2121,17978,hyundi,IX20,2015,Automatic,17950,Petrol,205.0,43.6,1.6,7480
2122,17980,merc,S Class,2019,Semi-Auto,2498,Diesel,145.0,52.3,3.0,54399
2123,17984,merc,CLS Class,2016,Semi-Auto,14466,Diesel,160.0,51.4,3.0,22498
2124,17986,ford,Edge,2018,Semi-Auto,5000,Diesel,145.0,47.9,2.0,27500
2125,17992,vauxhall,Combo Life,2019,Manual,2915,Diesel,145.0,53.3,1.5,19200
2126,17993,audi,S3,2015,Automatic,37150,Petrol,200.0,39.8,2.0,19990
2127,17995,bmw,7 Series,2014,Semi-Auto,60697,Diesel,160.0,50.4,3.0,14798
2128,17998,skoda,Rapid,2016,Manual,39000,Diesel,30.0,64.2,1.6,8495
2129,18000,bmw,7 Series,2018,Semi-Auto,17192,Petrol,145.0,35.3,4.4,36450
2130,18004,vw,California,2020,Semi-Auto,1000,Diesel,260.0,32.1,2.0,61995
2131,18009,vw,Scirocco,2017,Manual,12377,Diesel,145.0,53.3,2.0,17000
2132,18010,vw,Arteon,2019,Semi-Auto,3806,Petrol,145.0,47.1,2.0,26840
2133,18014,merc,CLA Class,2019,Automatic,2500,Diesel,145.0,55.4,2.0,31500
2134,18016,hyundi,I40,2019,Manual,10,Diesel,145.0,54.3,1.6,16000
2135,18019,hyundi,I800,2016,Automatic,27802,Diesel,325.0,33.6,2.5,13710
2136,18029,ford,Tourneo Connect,2016,Manual,21026,Diesel,30.0,64.2,1.5,11995
2137,18031,ford,Galaxy,2016,Automatic,22040,Diesel,150.0,52.3,2.0,18000
2138,18034,merc,CLS Class,2013,Automatic,52572,Diesel,200.0,46.3,3.0,12500
2139,18037,toyota,Supra,2019,Automatic,9909,Other,150.0,34.5,3.0,59995
2140,18040,audi,Q8,2020,Semi-Auto,2000,Diesel,145.0,32.8,3.0,64995
2141,18045,vw,Scirocco,2016,Manual,14500,Petrol,150.0,47.1,2.0,15990
2142,18046,merc,V Class,2019,Automatic,18266,Diesel,150.0,48.7,2.1,20391
2143,18049,ford,Galaxy,2016,Automatic,66015,Diesel,150.0,52.3,2.0,14900
2144,18050,bmw,X6,2015,Semi-Auto,40915,Diesel,200.0,44.8,3.0,27995
2145,18056,audi,A8,2019,Automatic,5000,Diesel,145.0,48.7,3.0,42750
2146,18058,vw,CC,2012,Manual,58000,Diesel,30.0,60.1,2.0,7995
2147,18060,ford,KA,2016,Manual,15084,Petrol,30.0,57.7,1.2,5991
2148,18064,merc,GL Class,2018,Automatic,13096,Petrol,145.0,50.4,1.6,19999
2149,18065,vw,Scirocco,2015,Manual,29779,Diesel,20.0,55.4,2.0,12498
2150,18066,audi,RS6,2017,Semi-Auto,8546,Petrol,145.0,29.4,4.0,54998
2151,18067,bmw,i3,2017,Automatic,19178,Other,0.0,470.8,0.6,20000
2152,18070,ford,Edge,2019,Automatic,14,Diesel,145.0,37.2,2.0,33994
2153,18072,ford,Grand C-MAX,2013,Manual,36270,Diesel,125.0,60.1,1.6,7690
2154,18074,bmw,6 Series,2016,Semi-Auto,28684,Diesel,160.0,51.4,3.0,21975
2155,18076,bmw,i3,2015,Automatic,33931,Hybrid,0.0,470.8,0.0,15498
2156,18079,vw,Tiguan Allspace,2019,Semi-Auto,5900,Diesel,145.0,38.7,2.0,30895
2157,18083,vw,Arteon,2019,Semi-Auto,8000,Diesel,145.0,50.4,2.0,25000
2158,18086,audi,RS4,2019,Semi-Auto,8503,Diesel,150.0,33.6,2.9,52995
2159,18090,audi,A7,2019,Automatic,150,Diesel,145.0,38.2,3.0,45499
2160,18106,ford,Mustang,2017,Manual,17030,Petrol,150.0,20.9,5.0,27990
2161,18109,merc,GL Class,2014,Semi-Auto,44921,Diesel,325.0,35.3,3.0,29489
2162,18114,skoda,Kamiq,2020,Manual,1853,Petrol,145.0,49.6,1.0,17495
2163,18118,bmw,i8,2018,Automatic,4477,Hybrid,135.0,141.2,1.5,64980
2164,18120,skoda,Yeti,2014,Semi-Auto,12773,Petrol,165.0,44.8,1.2,10995
2165,18122,hyundi,Santa Fe,2018,Automatic,31123,Diesel,145.0,42.8,2.2,20985
2166,18126,vw,Amarok,2018,Automatic,5940,Diesel,260.0,33.6,3.0,30999
2167,18129,hyundi,I40,2019,Semi-Auto,2450,Diesel,145.0,53.3,1.6,19490
2168,18133,hyundi,I40,2016,Manual,36084,Diesel,30.0,65.7,1.7,10491
2169,18135,ford,Galaxy,2013,Automatic,63000,Diesel,200.0,47.1,2.0,7651
2170,18142,merc,X-CLASS,2019,Automatic,8000,Diesel,260.0,31.4,3.0,38990
2171,18152,merc,GL Class,2018,Automatic,13436,Petrol,145.0,50.4,1.6,19999
2172,18159,bmw,i8,2019,Automatic,2799,Hybrid,135.0,141.2,1.5,64750
2173,18164,skoda,Scala,2019,Manual,1274,Petrol,145.0,50.4,1.0,14798
2174,18165,ford,Galaxy,2019,Semi-Auto,4311,Diesel,145.0,54.3,2.0,28300
2175,18167,hyundi,Santa Fe,2019,Semi-Auto,11000,Diesel,145.0,39.2,2.2,32495
2176,18170,toyota,Hilux,2019,Manual,9153,Diesel,260.0,40.4,2.4,23990
2177,18171,audi,A7,2016,Semi-Auto,22405,Diesel,145.0,53.3,3.0,23745
2178,18174,merc,GLS Class,2019,Semi-Auto,9977,Diesel,145.0,37.2,3.0,47980
2179,18176,merc,V Class,2019,Automatic,999,Diesel,145.0,36.7,2.0,46499
2180,18179,merc,GLS Class,2016,Automatic,21169,Diesel,305.0,37.2,3.0,37385
2181,18181,skoda,Kamiq,2019,Semi-Auto,2197,Petrol,145.0,44.1,1.5,19250
2182,18190,ford,Mustang,2018,Semi-Auto,6234,Petrol,145.0,28.8,2.3,28750
2183,18193,audi,A7,2018,Automatic,3537,Diesel,145.0,38.2,3.0,39991
2184,18195,toyota,Supra,2019,Semi-Auto,4153,Petrol,145.0,34.5,3.0,51995
2185,18200,ford,Edge,2016,Manual,48756,Diesel,160.0,48.7,2.0,17650
2186,18201,bmw,M4,2019,Semi-Auto,6397,Petrol,145.0,34.0,3.0,45323
2187,18205,hyundi,IX35,2015,Manual,42865,Diesel,150.0,53.3,1.7,9498
2188,18208,audi,Q8,2019,Automatic,7961,Diesel,145.0,32.8,3.0,67495
2189,18210,hyundi,Santa Fe,2017,Manual,39606,Diesel,200.0,47.1,2.2,14900
2190,18211,hyundi,Santa Fe,2020,Semi-Auto,1088,Diesel,145.0,39.2,2.2,35995
2191,18213,vw,Arteon,2019,Semi-Auto,4926,Diesel,145.0,62.8,2.0,25182
2192,18214,audi,RS5,2019,Semi-Auto,5089,Petrol,145.0,30.1,2.9,59995
2193,18217,merc,S Class,2019,Semi-Auto,119,Petrol,145.0,40.9,3.0,64999
2194,18219,merc,V Class,2018,Manual,17876,Diesel,145.0,46.3,2.1,19998
2195,18220,hyundi,IX20,2015,Automatic,24610,Petrol,205.0,43.6,1.6,8500
2196,18232,merc,SLK,2013,Semi-Auto,18105,Diesel,150.0,56.5,2.0,10495
2197,18234,merc,X-CLASS,2019,Automatic,8107,Diesel,260.0,35.8,2.3,30991
2198,18239,toyota,Land Cruiser,2014,Manual,53252,Diesel,325.0,34.9,3.0,23995
2199,18240,bmw,X7,2020,Semi-Auto,1501,Diesel,145.0,33.6,3.0,69995
2200,18242,vw,CC,2014,Manual,34566,Diesel,125.0,58.9,2.0,10495
2201,18248,bmw,X6,2020,Semi-Auto,3158,Petrol,145.0,26.4,3.0,65352
2202,18254,toyota,Prius,2017,Automatic,27899,Hybrid,0.0,94.1,1.8,17498
2203,18256,hyundi,IX35,2013,Manual,31643,Diesel,145.0,48.7,1.7,7495
2204,18257,toyota,Verso,2017,Semi-Auto,16412,Petrol,200.0,42.8,1.8,16500
2205,18265,merc,V Class,2019,Manual,23580,Diesel,145.0,46.3,2.1,20000
2206,18267,bmw,X7,2019,Semi-Auto,3192,Diesel,145.0,33.6,3.0,65050
2207,18273,hyundi,I40,2018,Manual,33195,Diesel,145.0,65.7,1.7,14682
2208,18276,ford,Edge,2018,Manual,8970,Diesel,150.0,47.9,2.0,24800
2209,18282,ford,KA,2018,Manual,6000,Petrol,145.0,57.7,0.0,8135
2210,18285,bmw,Z3,1999,Manual,51949,Petrol,255.0,35.3,1.9,3995
2211,18286,skoda,Yeti,2016,Manual,45522,Petrol,125.0,51.4,1.2,9500
2212,18290,vauxhall,GTC,2016,Manual,31050,Diesel,30.0,65.7,1.6,9897
2213,18297,ford,Grand C-MAX,2017,Manual,24501,Diesel,145.0,64.2,1.5,11495
2214,18300,vauxhall,Combo Life,2019,Manual,5699,Petrol,145.0,42.2,1.2,14199
2215,18305,vw,Arteon,2019,Automatic,10682,Petrol,145.0,47.1,2.0,28391
2216,18306,ford,Tourneo Connect,2019,Manual,2762,Diesel,145.0,48.7,1.5,18750
2217,18307,audi,RS3,2016,Semi-Auto,28083,Petrol,300.0,34.9,2.5,28991
2218,18308,skoda,Rapid,2017,Manual,5476,Petrol,30.0,57.7,1.2,9998
2219,18310,vauxhall,GTC,2016,Manual,56269,Petrol,160.0,47.1,1.4,5995
2220,18314,ford,Fusion,2005,Manual,64000,Diesel,30.0,64.2,1.4,2395
2221,18315,ford,Edge,2016,Manual,22347,Diesel,160.0,48.7,2.0,17998
2222,18317,merc,CLS Class,2013,Automatic,71004,Diesel,145.0,55.0,2.1,10200
2223,18321,merc,S Class,2019,Semi-Auto,1000,Petrol,145.0,34.0,4.0,90759
2224,18323,ford,Grand C-MAX,2017,Manual,45435,Petrol,150.0,54.3,1.0,11000
2225,18325,bmw,X6,2018,Semi-Auto,15119,Diesel,145.0,40.9,3.0,39994
2226,18327,ford,KA,2015,Manual,48085,Petrol,30.0,57.7,1.2,3999
2227,18330,merc,SLK,2012,Automatic,43890,Petrol,205.0,43.5,1.8,12995
2228,18336,bmw,X4,2018,Semi-Auto,935,Diesel,145.0,42.8,2.0,34000
2229,18337,ford,Edge,2017,Semi-Auto,20397,Diesel,165.0,48.7,2.0,19650
2230,18341,hyundi,Santa Fe,2016,Semi-Auto,34999,Diesel,235.0,42.8,2.2,17750
2231,18342,bmw,X4,2020,Semi-Auto,999,Diesel,145.0,37.2,3.0,46995
2232,18345,merc,CLS Class,2015,Semi-Auto,44143,Diesel,160.0,51.4,3.0,19698
2233,18347,vw,Amarok,2018,Automatic,12447,Diesel,260.0,36.2,3.0,25498
2234,18350,vw,Arteon,2019,Semi-Auto,8000,Diesel,145.0,44.1,2.0,33950
2235,18354,skoda,Scala,2019,Manual,2653,Petrol,145.0,49.6,1.0,16990
2236,18355,merc,CLS Class,2011,Automatic,75000,Diesel,200.0,46.3,3.0,11975
2237,18359,merc,SLK,2012,Automatic,28500,Petrol,200.0,42.8,1.8,13999
2238,18361,skoda,Roomster,2014,Manual,41498,Diesel,125.0,60.1,1.6,5950
2239,18362,merc,SLK,2015,Automatic,48489,Petrol,150.0,47.9,2.0,14900
2240,18370,toyota,Verso,2016,Manual,28212,Petrol,200.0,41.5,1.6,11690
2241,18372,toyota,Prius,2017,Automatic,18460,Hybrid,0.0,94.1,1.8,18490
2242,18376,ford,Galaxy,2016,Manual,33584,Diesel,125.0,56.5,2.0,19900
2243,18378,ford,Galaxy,2019,Automatic,4406,Diesel,145.0,54.3,2.0,24500
2244,18379,vw,Tiguan Allspace,2020,Semi-Auto,3889,Diesel,145.0,38.7,2.0,37490
2245,18381,vw,Caravelle,2019,Automatic,2500,Diesel,145.0,33.6,2.0,44450
2246,18383,toyota,Prius,2017,Automatic,19133,Hybrid,135.0,85.6,1.8,20990
2247,18389,merc,S Class,2016,Automatic,40000,Diesel,165.0,50.4,3.0,25400
2248,18392,hyundi,Santa Fe,2018,Semi-Auto,21000,Diesel,145.0,42.8,2.2,20550
2249,18393,ford,Galaxy,2016,Manual,34787,Diesel,125.0,56.5,2.0,15475
2250,18396,merc,S Class,2018,Automatic,39840,Petrol,150.0,40.9,3.0,45000
2251,18400,bmw,X7,2019,Semi-Auto,3670,Diesel,145.0,33.6,3.0,65000
2252,18401,bmw,X4,2020,Semi-Auto,500,Petrol,145.0,26.9,3.0,48993
2253,18404,vauxhall,Combo Life,2018,Manual,10996,Diesel,145.0,53.3,1.5,14495
2254,18409,toyota,Land Cruiser,2019,Semi-Auto,10083,Diesel,145.0,30.1,2.8,42444
2255,18410,ford,Galaxy,2012,Manual,114000,Diesel,165.0,49.6,2.0,6490
2256,18412,bmw,6 Series,2014,Automatic,51920,Diesel,160.0,49.6,3.0,17500
2257,18420,merc,CLS Class,2019,Semi-Auto,3426,Diesel,145.0,47.9,2.9,45199
2258,18421,ford,Mustang,2020,Automatic,2450,Petrol,145.0,22.1,5.0,37990
2259,18425,merc,SLK,2012,Automatic,55000,Petrol,200.0,43.5,1.8,10990
2260,18427,toyota,Avensis,2015,Manual,19363,Diesel,20.0,67.3,1.6,9998
2261,18429,skoda,Scala,2019,Manual,1550,Petrol,145.0,49.6,1.0,15900
2262,18431,vauxhall,GTC,2016,Manual,30000,Petrol,260.0,36.2,2.0,13995
2263,18432,ford,KA,2014,Manual,30658,Petrol,30.0,57.7,1.2,4298
2264,18435,ford,Galaxy,2016,Semi-Auto,10637,Diesel,145.0,52.3,2.0,22000
2265,18436,ford,Edge,2018,Automatic,15471,Diesel,145.0,48.7,2.0,22999
2266,18437,vw,Amarok,2019,Automatic,6900,Diesel,260.0,33.6,3.0,30000
2267,18438,vw,Tiguan Allspace,2018,Semi-Auto,33784,Diesel,145.0,47.9,2.0,22999
2268,18442,bmw,8 Series,2019,Semi-Auto,7903,Diesel,145.0,38.2,3.0,67898
2269,18445,vw,Arteon,2019,Semi-Auto,3797,Diesel,145.0,44.1,2.0,27550
2270,18446,ford,Edge,2016,Manual,73079,Diesel,160.0,48.7,2.0,15995
2271,18447,toyota,Hilux,2015,Automatic,72100,Diesel,260.0,32.8,3.0,14995
2272,18450,hyundi,Santa Fe,2019,Semi-Auto,2880,Diesel,145.0,39.8,2.2,32495
2273,18451,ford,KA,2014,Manual,29695,Petrol,30.0,57.7,1.2,5295
2274,18454,bmw,X6,2017,Semi-Auto,40429,Diesel,200.0,47.1,3.0,29498
2275,18455,hyundi,IX20,2016,Manual,16039,Diesel,30.0,64.2,1.6,9338
2276,18456,vw,California,2019,Automatic,8783,Diesel,260.0,32.1,2.0,55999
2277,18461,merc,CLS Class,2016,Semi-Auto,31532,Diesel,125.0,57.7,2.1,19495
2278,18462,audi,Q8,2020,Semi-Auto,768,Diesel,145.0,32.8,3.0,62900
2279,18463,merc,CLS Class,2015,Automatic,29766,Diesel,160.0,51.4,3.0,20490
2280,18464,bmw,X6,2019,Semi-Auto,2055,Diesel,145.0,34.9,3.0,56995
2281,18471,merc,S Class,2015,Automatic,7864,Petrol,325.0,31.7,4.7,32249
2282,18472,bmw,X4,2019,Semi-Auto,10802,Diesel,145.0,37.2,3.0,38500
2283,18476,hyundi,I40,2019,Semi-Auto,1650,Diesel,145.0,54.3,1.6,21990
2284,18483,merc,GLB Class,2020,Semi-Auto,1912,Diesel,145.0,44.8,2.0,39995
2285,18485,bmw,X6,2017,Automatic,31931,Petrol,145.0,29.1,4.4,36000
2286,18493,vw,Scirocco,2015,Manual,42579,Diesel,20.0,55.4,2.0,12000
2287,18495,merc,X-CLASS,2019,Automatic,8100,Diesel,260.0,35.8,2.3,26000
2288,18498,vw,Tiguan Allspace,2018,Manual,35000,Diesel,145.0,49.6,2.0,21995
2289,18503,merc,M Class,2010,Automatic,128000,Diesel,555.0,32.5,3.0,8990
2290,18511,vw,Arteon,2019,Semi-Auto,7310,Diesel,145.0,50.4,2.0,23798
2291,18514,toyota,Prius,2014,Automatic,65829,Hybrid,0.0,68.9,1.8,15995
2292,18523,ford,KA,2017,Manual,18000,Petrol,145.0,57.7,0.0,7999
2293,18524,ford,Edge,2018,Automatic,19458,Diesel,145.0,47.9,2.0,25999
2294,18525,hyundi,IX20,2010,Manual,62000,Petrol,120.0,50.4,1.4,4495
2295,18529,hyundi,I40,2018,Automatic,32289,Diesel,145.0,60.1,1.7,12499
2296,18531,vw,Caravelle,2019,Automatic,2692,Diesel,145.0,33.6,2.0,49999
2297,18532,toyota,Prius,2013,Automatic,78400,Hybrid,10.0,64.2,1.8,17995
2298,18533,vauxhall,Combo Life,2019,Manual,9500,Petrol,145.0,42.2,1.2,14990
2299,18539,skoda,Rapid,2016,Manual,74129,Diesel,0.0,78.5,1.4,5790
2300,18542,vauxhall,Vivaro,2017,Manual,25885,Diesel,145.0,50.4,1.6,14900
2301,18545,ford,KA,2015,Manual,23593,Petrol,30.0,57.7,1.2,5560
2302,18546,ford,Galaxy,2016,Manual,21744,Diesel,125.0,56.5,2.0,18498
2303,18549,hyundi,I40,2017,Manual,27000,Diesel,30.0,65.7,1.7,11999
